Finalize,Verify,Follow-Up,Trapped Date,Is Import,Facility,Trap,Trap Is Offsite,Trapping Session Name,Target Species,Target Run,Trapping Session Comments,Fish ID,Count,Species,Run,Sex,Origin,Origin Expression,Origin Description,Origin Start Date,Origin End Date,Origin Creator,Origin Creation Date,Living Status,Length,Age Designation,Age Calculated,Age Criteria Start Length,Age Criteria End Length,Age Criteria Start Date,Age Criteria End Date,Moved To Facility,Moved To,Moved To Location Type,Moved To Is Offsite,Offsite Owner Facility,Offsite Location Latitude,Offsite Location Longitude,Offsite Location Description,Disposition,Release Site,Release Site Latitude,Release Site Longitude,Purpose,Existing Marks,Existing Marks Quantity,Applied Marks,Applied Marks Quantity,Existing Tags,Applied Tags,Existing CWT,Existing CWT Value,Applied CWT,Applied CWT Value,Existing PIT,Applied PIT,Samples,Conditions,Recap,Injected,Weight,Notes,Group Notes,Import Custom
FALSE,FALSE,FALSE,7/2/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/02/2016 Lostine River Weir 8:56 AM PST,Chinook,Summer,50.8 F,2,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,811,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,ROP,1,NA,OP 2834,Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-0036,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,4/22/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 04/22/2012 Lostine River Weir 8:00 AM PST,Steelhead,Summer,NA,NA,1,Steelhead,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,554,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN LRW-STS-0032,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/3/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/03/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,780,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR09442,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/8/2010,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/08/2010 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,641,1500,1/1/2010,12/31/2010,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,UCP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2010-LRW-CHS-0157,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/11/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/11/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,722,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,ROP,1,NA,OP LR-2935,Not Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0127,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/18/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/18/2014 Lostine River Weir 9:11 AM PST,Chinook,Summer,NA,25,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,569,Jack/Jill,TRUE,401,630,2/15/2014,9/30/2014,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0594,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/16/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/16/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,785,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN LR09995,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/1/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 09/01/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,820,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,ROP,1,NA,OP LR-3545,Not Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-615,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/4/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/04/2014 Lostine River Weir 2:25 PM PST,Chinook,Summer,NA,35,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,741,Adult,TRUE,631,1500,2/15/2014,9/30/2014,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0193,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/3/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/03/2018 Lostine River Weir 7:00 AM PST,Chinook,Summer,47.6 F,17,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,778,Adult,TRUE,631,1500,2/15/2018,12/31/2018,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2018-LRW-CHS-115,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/8/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/08/2018 Lostine River Weir 7:00 AM PST,Chinook,Summer,52.8 F,44,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,475,Jack/Jill,TRUE,401,630,2/15/2018,12/31/2018,NPT GRSME Program,Outplant - Wallowa River: Lower Diamond Road,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Lower Diamond Road,45.5945816040039,-117.579650878906,Recycled,"AD, ROP","1, 1",NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/27/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/27/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,720,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN LR092247,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/16/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/16/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,570,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,UNC,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR091002,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,6/18/2015,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 06/18/2015 Lostine River Weir 11:52 AM PST,Chinook,Summer,50.8 F,24,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,735,Adult,TRUE,631,1500,2/15/2015,9/30/2015,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2015-LRW-ChS-0154,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/31/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/31/2018 Lostine River Weir 8:00 AM PST,Chinook,Summer,53.1 F,2,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,770,Adult,TRUE,631,1500,2/15/2018,12/31/2018,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,6/21/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 06/21/2014 Lostine River Weir 2:00 AM PST,Chinook,Summer,NA,15,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,696,Adult,TRUE,631,1500,2/15/2014,9/30/2014,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,ROP,2,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0041,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/28/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/28/2016 Lostine River Weir 1:15 PM PST,Chinook,Summer,55.9 F,22,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,530,Jack/Jill,TRUE,401,630,2/15/2016,9/30/2016,NPT GRSME Program,Outplant - Wallowa River: Wade Gulch Lane Bridge,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Wade Gulch Lane Bridge,45.4751396179199,-117.387786865234,Natural Spawning,"AD, ROP","1, 1",ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,5/19/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 05/19/2017 Lostine River Weir 7:30 AM PST,Steelhead,Summer,42.0 F,1,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,712,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2017-LRW-STS-061,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/30/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/30/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,818,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0987,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/10/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/10/2017 Lostine River Weir 7:00 AM PST,Chinook,Summer,"Temp 50.7 F
Recycled 1 ROP fish transferred to Wallowa at Diamond Prairie",4,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,865,Adult,TRUE,631,1500,1/1/2017,12/31/2017,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,OP 0269,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/28/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/28/2014 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,89,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,527,Jack/Jill,TRUE,401,630,2/15/2014,9/30/2014,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0786,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,6/27/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 06/27/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,445,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR09215,ED,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/25/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/25/2017 Lostine River Weir 7:00 AM PST,Chinook,Summer,55.1 F,4,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,808,Adult,TRUE,631,1500,1/1/2017,12/31/2017,NPT GRSME Program,Outplant - Wallowa River: Wade Gulch Lane Bridge,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Wade Gulch Lane Bridge,45.4751396179199,-117.387786865234,Natural Spawning,AD,1,ROP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2017-LRW-CHS-410,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/28/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/28/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,600,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN LR091796,FH,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/24/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/24/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,698,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,UNC,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0832,NA,FALSE,FALSE,NA,Nez Perce Tribe- Distribution.,NA,NA
FALSE,FALSE,FALSE,5/5/2011,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 05/05/2011 Lostine River Weir 8:00 AM PST,Steelhead,Summer,NA,NA,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,670,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,FT 00069,Not Present,NA,NA,NA,NA,NA,GEN 2011- LRW-StS-066,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/8/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/08/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,590,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR09659,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/24/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/24/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,772,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0857,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/2/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/02/2018 Lostine River Weir 7:00 AM PST,Chinook,Summer,49.7 F,18,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,712,Adult,TRUE,631,1500,2/15/2018,12/31/2018,NPT GRSME Program,Outplant - Wallowa River: Lower Diamond Road,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Lower Diamond Road,45.5945816040039,-117.579650878906,Recycled,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2018-LRW-CHS-084,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/30/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/30/2017 Lostine River Weir 7:00 AM PST,Chinook,Summer,56.7 F,12,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,890,Adult,TRUE,631,1500,1/1/2017,12/31/2017,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,OP 0329,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/12/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/12/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,592,Jack/Jill,TRUE,401,630,1/1/2013,12/31/2013,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-099,NA,FALSE,FALSE,NA,Nez Perce Tribe- Distribution.,NA,NA
FALSE,FALSE,FALSE,7/14/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/14/2016 Lostine River Weir 10:58 AM PST,Chinook,Summer,52.9 F,1,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,836,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-0126,BI,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/4/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/04/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,716,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-1031,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/14/2010,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/14/2010 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,641,1500,1/1/2010,12/31/2010,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,UCP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2010-LRW-CHS-0531,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,5/31/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 05/31/2013 Lostine River Weir 8:00 AM PST,Steelhead,Summer,NA,NA,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,805,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Below Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Below Weir,44.6916923522949,-117.651649475098,Natural Spawning,"ROP, UNC","1, 1",NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/30/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/30/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,480,Jack/Jill,TRUE,401,630,1/1/2013,12/31/2013,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-541,NA,FALSE,FALSE,NA,Nez Perce Tribe- Distribution.,NA,NA
